Feature,Mean_Absolute_SHAP
var1,0.13745238876734617
var4,0.0703022524652859
var3,0.03495198438010189
var42,0.03245822559733327
var38,0.025872803290463032
var39,0.02580015947169023
var52,0.024990430607496908
var44,0.02375229643150594
var43,0.02224962839781857
var14,0.02041273656125593
var53,0.018109314476548784
var46,0.015033635755478975
var59,0.013238825722776121
var30,0.011232242760089257
var47,0.00908532148545776
var50,0.007102382889524644
var32,0.004969880867439115
