Feature,Mean_Absolute_SHAP
var1,0.1752810228416969
var4,0.09619629460238316
var3,0.047317807847317504
var42,0.03876253420934574
var52,0.037051075155650905
var38,0.036148843954817524
var39,0.03206519702895795
