Feature,Mean_Absolute_SHAP
var1,0.15395600934255488
var4,0.09663161199401632
var3,0.045589849156345716
var42,0.0358342498340455
var52,0.035729513710535184
var38,0.032825960028408575
var39,0.03173029583338456
var43,0.02504738139881632
