Feature,Importance
var1,0.255679887782305
var4,0.08993896870714962
var42,0.08089448670587207
var39,0.06166976726864883
var3,0.05681121771777625
var43,0.05221755871945884
var52,0.05025546480206526
var38,0.050007407797862904
var14,0.0424061063564704
var53,0.040699015338391785
var44,0.03966925895447699
var46,0.03853782132537285
var29,0.02839740242753808
var59,0.026176494955890608
var30,0.02439141421797089
var50,0.022655802651488564
var32,0.02034434520724776
var47,0.019247579064013257
