Feature,Importance
var1,0.3179434391084347
var4,0.1520491820629493
var42,0.11389039780186165
var39,0.0978397920761756
var3,0.09275584540196517
var52,0.07864409569475665
var38,0.07456791676729631
var43,0.07230933108656057
